@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P93.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,no
43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,no
27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,no
36,admin.,married,secondary,no,465,yes,no,unknown,20,may,160,1,-1,0,no
29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563,1,-1,0,no
49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,yes
42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,yes
35,services,married,secondary,no,0,no,yes,telephone,9,jul,42,1,-1,0,no
43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,no
44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218,1,-1,0,no
39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,no
37,management,married,tertiary,no,0,no,no,cellular,11,mar,129,4,107,2,no
26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1,0,no
46,management,married,tertiary,no,523,yes,no,cellular,6,may,105,4,366,2,no
27,management,single,tertiary,no,212,yes,no,cellular,15,may,373,1,-1,0,no
65,retired,divorced,unknown,no,300,no,no,cellular,2,aug,245,2,-1,0,no
31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190,2,-1,0,no
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,yes
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,no
55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,246,4,-1,0,no
38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,no
32,unemployed,single,secondary,no,0,no,no,cellular,27,may,123,2,-1,0,no
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,no
44,management,married,tertiary,no,529,yes,no,unknown,4,jun,129,4,-1,0,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,yes
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,yes
43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,no
36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,no
41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312,5,-1,0,no
55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,no
45,services,married,secondary,no,-839,yes,no,unknown,28,may,68,1,-1,0,no
27,services,single,secondary,no,468,yes,no,cellular,13,may,109,1,-1,0,no
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,no
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,yes
34,self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,169,3,-1,0,no
49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,no
36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,no
39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,no
36,management,married,secondary,no,80,yes,no,unknown,30,may,251,3,-1,0,no
45,blue-collar,married,primary,no,13117,no,no,unknown,11,jun,42,2,-1,0,no
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,no
34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,no
37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,no
44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,no
36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,yes
39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,no
56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,no
42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,no
26,housemaid,married,secondary,no,-759,yes,no,cellular,11,jul,191,1,-1,0,no
29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,no
69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,no
50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,no
80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,yes
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,no
41,technician,married,tertiary,no,532,yes,no,cellular,9,jul,74,1,-1,0,no
38,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,no
64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,no
47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,yes
47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,no
29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,no
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,no
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,no
40,admin.,single,secondary,no,2378,yes,no,unknown,2,jun,65,1,-1,0,no
33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,no
29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,no
25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,no
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,yes
45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,no
34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,no
42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,no
57,retired,married,tertiary,no,31,no,no,cellular,19,aug,260,2,-1,0,no
34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255,2,-1,0,no
52,admin.,married,secondary,no,199,no,no,cellular,28,jan,978,2,189,1,no
52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,no
32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,no
45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,549,2,-1,0,no
34,management,single,unknown,no,1534,yes,no,cellular,16,apr,156,1,147,7,no
28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,yes
34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,no
59,management,married,tertiary,no,0,no,no,cellular,27,aug,87,4,-1,0,no
54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,no
50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282,2,-1,0,no
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,no
49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,feb,128,1,-1,0,no
42,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,no
38,admin.,married,tertiary,no,669,yes,yes,cellular,31,jul,129,2,-1,0,no
58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,no
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,no
36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,no
41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,no
34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,no
23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,no
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,jun,106,2,-1,0,no
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,yes
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,yes
35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,no
32,management,single,tertiary,no,0,no,no,cellular,21,nov,9,6,-1,0,no
34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,yes
53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238,2,361,5,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,yes
39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,no
31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14,1,-1,0,no
31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158,1,167,1,no
69,retired,married,primary,no,279,no,no,telephone,12,aug,26,1,-1,0,no
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,no
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,no
34,technician,married,secondary,no,1464,yes,no,unknown,23,may,350,1,-1,0,no
37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,no
41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,no
43,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,no
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,yes
31,management,married,tertiary,yes,-253,no,no,cellular,12,aug,220,4,-1,0,no
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,yes
39,blue-collar,single,secondary,no,4143,yes,yes,unknown,2,jun,21,1,-1,0,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,oct,95,1,-1,0,no
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,no
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,157,2,351,5,no
34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,no
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,yes
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,no
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,yes
25,management,single,tertiary,no,553,yes,no,cellular,17,sep,113,4,479,1,no
47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,no
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,yes
34,management,single,tertiary,no,8038,yes,no,cellular,20,apr,29,3,152,1,no
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,no
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,yes
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,no
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,no
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,no
34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,no
48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,-1,0,no
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,no
37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,no
50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,no
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,yes
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,no
53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,no
37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,-1,0,no
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,no
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,yes
31,management,married,tertiary,no,395,yes,no,cellular,9,feb,155,3,-1,0,no
27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,5,-1,0,no
35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,no
50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,no
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,yes
35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378,1,-1,0,no
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,no
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,no
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,no
41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,no
46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,yes
30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,no
59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,no
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,no
37,blue-collar,married,primary,no,190,yes,yes,unknown,8,may,194,1,-1,0,no
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,no
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,no
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,yes
42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,no
44,management,married,tertiary,no,795,no,no,cellular,28,aug,99,24,-1,0,no
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,yes
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,0,no
58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,no
48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,no
48,technician,married,secondary,no,7020,no,no,cellular,6,aug,80,2,-1,0,no
52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,no
45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,175,2,-1,0,no
29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,no
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,no
59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,no
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,no
40,management,married,primary,no,733,yes,no,unknown,6,jun,94,7,-1,0,no
40,management,married,tertiary,no,51,no,no,cellular,19,aug,164,2,-1,0,no
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,yes
47,admin.,divorced,secondary,no,1139,yes,no,cellular,11,jul,106,2,-1,0,no
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,yes
26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,no
30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,no
74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,yes
42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,-1,0,no
39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,136,1,-1,0,no
40,management,married,tertiary,no,89,yes,yes,telephone,9,feb,148,6,-1,0,no
28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,no
48,management,married,tertiary,no,7289,yes,no,cellular,2,feb,316,3,-1,0,no
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,no
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,yes
59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,no
49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,no
53,technician,married,secondary,no,2647,yes,no,unknown,30,may,121,1,-1,0,no
38,management,divorced,unknown,no,0,yes,no,cellular,18,nov,96,2,-1,0,no
37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,158,2,-1,0,no
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,no
36,management,married,tertiary,no,1852,no,no,unknown,8,may,362,1,-1,0,no
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,no
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,no
39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,yes
58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,no
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,no
54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,no
46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,-1,0,no
55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,no
40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,no
58,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282,9,-1,0,no
37,technician,divorced,secondary,no,79,no,no,cellular,21,jul,191,1,-1,0,no
32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,yes
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,473,1,182,1,no
36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,no
35,admin.,married,secondary,no,0,yes,no,cellular,20,apr,18,5,-1,0,no
53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,no
52,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,no
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,no
49,blue-collar,married,primary,no,371,yes,no,cellular,31,jul,18,44,-1,0,no
56,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,no
39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,no
39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,no
51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,no
41,services,married,tertiary,no,412,yes,no,unknown,3,jun,154,5,-1,0,no
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,no
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,yes
30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,no
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,yes
30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,159,4,-1,0,no
60,admin.,divorced,secondary,no,174,yes,no,cellular,15,may,241,1,364,1,no
37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,yes
40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,no
55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,no
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,no
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,yes
42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,217,9,-1,0,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,no
37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,no
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,no
31,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,no
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,no
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,yes
42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,no
33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,yes
34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,no
46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,no
41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87,1,-1,0,no
61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,no
52,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,-1,0,no
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,no
46,admin.,married,primary,no,276,yes,yes,unknown,6,may,157,2,-1,0,no
41,blue-collar,married,primary,no,168,yes,no,cellular,18,nov,187,3,-1,0,no
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,no
32,management,married,tertiary,no,138,no,no,cellular,20,aug,94,4,-1,0,no
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,no
56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,no
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,no
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641,6,-1,0,no
29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,no
37,technician,single,secondary,no,0,no,no,cellular,4,aug,69,2,-1,0,no
32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,no
49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,no
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,yes
32,blue-collar,single,secondary,no,228,no,no,telephone,5,feb,176,1,288,3,no
43,self-employed,married,secondary,no,104,no,no,unknown,17,jun,332,1,-1,0,no
49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,no
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,no
33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,no
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,no
36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,no
